wr_10,wr_8,wr_9,"경도
lng","국가 2자리코드
code2","국가명 한글
country_kname","도시 3자리코드
ctCode","명소 (영문)주소
latlng",명소 이름,"영문 도시명
ctEname","위도
lat","유엔 구분
un_subregion","한글 도시명
ctKname","한글설명
expl"
,,,,EG,이집트,CAI,,인천공항 출국-카이로공항 입국 Cairo International Airport,Cairo,,Northern Africa,카이로,"■ 인천공항 출국수속 참고사항
1. 항공 보딩패스(탑승권)은 직항편은 1장, 경유편은 2장을 받아야하며, 그외 수하물 꼬리표(Baggage Tag - 수속시 화물 최종 도착지 표시 확인 필수!!!) 받고 출국수속

   항공사(여행사)에서 메일로 보내준 전자항공권 사본 - 유럽 입국시 체크 할수 있으므로 지참

   * 인폼사항 : 경유항공 탑승권에 환승 공항내 탑승 게이트(Gate)번호가 표시된 경우도 있고, 표시가 안되어 있는 경우도 있습니다.

                       표기된 경우일지라도 환승 공항의 게이트가 현지 공항 사정상 변경 되는 경우가 가끔 있음으로 탑승시작 30분전에 반드시 탑승 게이트를 재확인 해야합니다.

                       보딩패스에 탑승 게이트 번호 표시가 없는 경우는 환승 공항 전광판 확인후 탑승시작 30분전에 탑승 게이트 앞에 가서 반드시 탑승 항공 편명등 재확인후 대기

2. 인천공항 출국장 검사대 통과 전에 발열체크 합니다. 정상 기준 체온이상의 고온일 경우 출국이 안될수 있습니다.

3. 방문하는 카이로 입국시 요구서류 백신접종증명서(백신여권), 코로나 PCR검사 음성확인서, 각국에서 요구하는 코로나 관련 체크서류 등 준비

 
■ 이집트 카이로 공항 도착, 입국시 참고사항     
1. 현재 직항편은 운행이 없으며, 경유편은 한국출발 기준 총 15-18시간 소요되며, 기내식은 2회 제공됩니다.

   주로 이용하는 경유편 항공은 두바이항공(EK), 아부다비항공(EY), 카타르항공(QR), 터키항공(TK)등 중동지역 항공입니다.

   * 유의사항 (유럽 향발 경유항공 탑승경우)

     인천공항 면세점에서 액체류(화장품, 주류 등) 구입물품은 유럽내 공항 환승시 보안검색에서 유럽 공항안전규범에 따라 압수될수도 있으니 주의 바랍니다.

     액체류 등은 유럽 환승공항 면세점에서 구입이 안전합니다.

2. 직항편이 아닌 경유항공 환승시 참고사항 : 경유(환승)공항 도착하면 Exit 표시가 아닌 환승게이트 방향(Transit / Transfer / Connection)으로 진행하다 
   환승 보안검색대을 거치게 됩니다. 여권과 다음 목적지 탑승권을 제시해야하며 보안검색을 받고 통과하면 면세구역과 탑승게이트로 이동합니다.

   * 만약 항공기 사정으로 한국출발이 지연되어 환승시간이 짧아 환승에 어려움이 예상될경우 기내승무원에게 애기해서 협조를 구하도록합니다.

     그리고 트랜짓 보안검색대에서 줄서서 가다리는 사람들에게도 양해를 구해서 신속히 이동하도록합니다.
 3. 이집트 관문 공항 ‘카이로 국제공항(Cairo International Airport, 공항쓰리코드 CAI)’ 은 카이로 도심부로부터 북동쪽으로 15km 떨어진 곳에 있습니다.

   터미널1,터미널2, 터미널3 이 있으며, 주로 도착하는 터미널은 터미널2 와 터미널3 입니다.


4. 입국심사 : 카이로 공항 입국하기전  항공기내에서 나눠주는 입국신고서를 미리 작성하여 준비해 두어야 합니다.

⊙ 공항 도착후 Exit & Baggage Claim 또는 Arrivals 표지를 보고 입국 심사대로 이동합니다.

⊙ 입국 심사대 앞에 은행(환전소)에서 이집트 비자(USD 25 / 1인)를 구입후 우표처럼 생긴 비자 스티커를 여권 사증란 빈 공간에 붙이고

    심사관에게 보여주고 여권에 스탬프 받고 통과하면됩니다.

   * 만약 공항안 현지인 가이드 안내 서비스요청시 입국심사대 앞에서 현지공항가이드 만나 도움을 받을수 있습니다(비용추가).

⊙ 비행기 안에서 입국신고서 작성을 못하였으면, 입국심사대 앞에 마련된 카운터에서 작성하여도 됩니다.

⊙ 입국심사대에서 입국신고서와 여권 제시후 입국 수속(여행목적, 이집트 방문횟수, 숙소 이름-기본 호텔 이름 한개정도는 숙지) 후

    심사대 통과 후 Baggage Claim 표지를 보고 이동, 항공편명 확인후 수하물을 찾아서 세관검사대 통과하면 됩니다.
               5. 세관신고
   세관 검사가 있으나, 별도로 신고할 물품이 없을 경우 세관신고서는 따로 작성하지 않아도 되고 Nothing to declare 쪽, 즉 녹색(그린)방향으로 나가면 됩니다."
,,,,IT,이탈리아,IT-82,,진가로 트래킹 Zingaro Park trekking,SICILIA,,Southern Europe,시칠리아,"■ 진가로 트레킹

진가로 자연보호 구역(Riserva naturale dello zingaro)는 1981 년 5 월에 시칠리아에서 최초로 설립 된 자연 보호 구역으로 바다와 야생의 자연이 만나는 트래킹 최적의 공원입니다. 에메랄드 그린에서 코발트 블루에 이르는 지중해의 향기를 맛으며 걷는 진가로 공원은 당신을 또다른 세계로 안내할겁니다. Scopello - San Vito Lo Capo 구간이 최고의 하이라이트 트래킹 코스입니다

* 상세 트레킹 진행코스 및 트레킹 준비물등은 담당직원에게 문의 부탁드립니다.

♣ 트래킹.하이킹 코스 난이도 구분  
총 5단계( 누구나, 쉬움, 중간, 다소어려움, 어려움) 난이도로 구분하여 표시하였습니다. 1단계부터- 5단계까지 구분하였으며,
단 완전 프로급 기준하여서는 구분하여 표시하지 않았습니다.

-  1단계( 누구나): 3-4시간소요, 어린이(만8세)부터 70-80대까지도 건강한 사람이면 누구나 즐길수 있는 코스로서 워킹(산책)을 포함합니다.
-  2단계( 쉬움): 4-5시간, 평상시에 워킹을 하거나 한달에 한번이상 산행을 하셨던분들에게 추천하는 코스입니다.
     해발고도 ~ 2000m 높이에서 트래킹, 워킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다

-  3단계( 중간): 4-6시간, 평상시 운동을하고, 2주일에 한번이상 산행을 즐기시는 분들에게 추천하는 코스입니다
     해발고도 1000m-3000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.
-  4단계( 다소 어려움): 5-7시간, 매일 운동을 즐기며 일주일에 1회이상 산행을 하시는분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.

-  5단계( 어려움): 6-8시간, 매일 운동을 즐기며 일주일에 2회이상 산행을 하시는 매우 건강한 분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다."
,,,,AT,오스트리아,VIE,,콘체르트 하우스 Wiener Konzerthaus,Vienna,,Western Europe,비엔나,"■ 콘체르트 하우스 Wiener Konzerthaus

https://konzerthaus.at

add: Lothringerstraße 20, 1030 Wien, 오스트리아
tel: +43 1 242002

비엔나 콘체르트하우스(Wiener Konzerthaus)는 오스트리아의 수도인 비엔나(Vienna)에 위치한 음악 극장으로, 오스트리아의 대표적인 클래식 음악 공연 장소 중 하나입니다.

비엔나 콘체르트하우스는 1913년에 개장하여, 오스트리아의 대표적인 건축가 중 하나인 페터 베른타우어(Peter Behrens)의 건축 디자인으로 유명합니다. 그리스 로마 양식의 건축 양식과 현대적인 디자인을 조합하여, 세련된 분위기와 전통적인 면모를 동시에 담고 있습니다. 콘서트홀은 총 4개로 구성되어 있으며, 각각 다른 규모와 특징을 가지고 있습니다. 가장 대형의 극장인 ""그로ßer Saal""은 약 1,800명의 관객을 수용할 수 있으며, 오스트리아의 대표적인 클래식 음악 공연 장소 중 하나로 꼽힙니다. 또한, 새롭게 개장한 ""무직(Mozartsaal)""은 소규모의 콘서트와 음악 교육 프로그램 등에 이용되고 있습니다. 비엔나 콘체르트하우스에서는 오스트리아와 세계 각국의 수많은 클래식 음악 연주자와 오케스트라, 댄스 공연 등 다양한 공연이 열리며, 많은 음악 애호가들이 방문하여 음악의 아름다움을 느끼고 있습니다."
,,,,AT,오스트리아,,,크리믈폭포 트레킹 Krimml Waterfalls,,,Western Europe,,"■ 크리믈폭포 트레킹  

: 난이도: 2단계(쉬움): 5-6시간(12km), 거대한 폭포와 계곡을 보며 걷는 트레킹입니다 

* 상세 트레킹 진행코스 및 트레킹 준비물등은 담당직원에게 문의 부탁드립니다.

 ♣ 트래킹.하이킹 코스 난이도 구분 
총 5단계( 누구나, 쉬움, 중간, 다소어려움, 어려움) 난이도로 구분하여 표시하였습니다. 1단계부터- 5단계까지 구분하였으며,
단 완전 프로급 기준하여서는 구분하여 표시하지 않았습니다.

-  1단계( 누구나): 3-4시간소요, 어린이(만8세)부터 70-80대까지도 건강한 사람이면 누구나 즐길수 있는 코스로서 워킹(산책)을 포함합니다.
-  2단계( 쉬움): 4-5시간, 평상시에 워킹을 하거나 한달에 한번이상 산행을 하셨던분들에게 추천하는 코스입니다.
     해발고도 ~ 2000m 높이에서 트래킹, 워킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다

-  3단계( 중간): 4-6시간, 평상시 운동을하고, 2주일에 한번이상 산행을 즐기시는 분들에게 추천하는 코스입니다
     해발고도 1000m-3000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.
-  4단계( 다소 어려움): 5-7시간, 매일 운동을 즐기며 일주일에 1회이상 산행을 하시는분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.

-  5단계( 어려움): 6-8시간, 매일 운동을 즐기며 일주일에 2회이상 산행을 하시는 매우 건강한 분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다."
,,,12.3027679  위경도가 없을시 수정버튼 누르고 그냥 저장.,IT,이탈리아,,,트레치메 디 라바레도 트레킹 Tre Cime di Lavaredo trekking,,46.6186777,Southern Europe,,"■ 트레치메 디 라바레도 트레킹:    

* 상세 트레킹 진행코스 및 트레킹 준비물등은 담당직원에게 문의 부탁드립니다.

♣ 트래킹.하이킹 코스 난이도 구분 
총 5단계( 누구나, 쉬움, 중간, 다소어려움, 어려움) 난이도로 구분하여 표시하였습니다. 1단계부터- 5단계까지 구분하였으며,
단 완전 프로급 기준하여서는 구분하여 표시하지 않았습니다.

-  1단계( 누구나): 3-4시간소요, 어린이(만8세)부터 70-80대까지도 건강한 사람이면 누구나 즐길수 있는 코스로서 워킹(산책)을 포함합니다.
-  2단계( 쉬움): 4-5시간, 평상시에 워킹을 하거나 한달에 한번이상 산행을 하셨던분들에게 추천하는 코스입니다.
     해발고도 ~ 2000m 높이에서 트래킹, 워킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다

-  3단계( 중간): 4-6시간, 평상시 운동을하고, 2주일에 한번이상 산행을 즐기시는 분들에게 추천하는 코스입니다
     해발고도 1000m-3000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.
-  4단계( 다소 어려움): 5-7시간, 매일 운동을 즐기며 일주일에 1회이상 산행을 하시는분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.

-  5단계( 어려움): 6-8시간, 매일 운동을 즐기며 일주일에 2회이상 산행을 하시는 매우 건강한 분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다."
,,,,CH,스위스,,,트뤼브호수 트레킹 Trubsee trekking,,,Western Europe,,"■ 트뤼브호수 트레킹 

1번코스: 난이도: 2단계(쉬움): 약4-5시간(10km)

티틀리스 산(3238m)을 비롯한 경이적인 알프스 산들을 볼수있는 트레킹코스입니다.

* 상세 트레킹 진행코스 및 트레킹 준비물등은 담당직원에게 문의 부탁드립니다


♣ 트래킹.하이킹 코스 난이도 구분  
총 5단계( 누구나, 쉬움, 중간, 다소어려움, 어려움) 난이도로 구분하여 표시하였습니다. 1단계(레벨1)부터- 5단계(레벨5)까지 구분하였으며,
단 완전 프로급 기준하여서는 구분하여 표시하지 않았습니다.

-  1단계( 누구나): 3-4시간소요, 어린이(만8세)부터 70-80대까지도 건강한 사람이면 누구나 즐길수 있는 코스로서 워킹(산책)을 포함합니다.
-  2단계( 쉬움): 4-5시간, 평상시에 워킹을 하거나 한달에 한번이상 산행을 하셨던분들에게 추천하는 코스입니다.
     해발고도 ~ 2000m 높이에서 트래킹, 워킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다

-  3단계( 중간): 4-6시간, 평상시 운동을하고, 2주일에 한번이상 산행을 즐기시는 분들에게 추천하는 코스입니다
     해발고도 1000m-3000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.
-  4단계( 다소 어려움): 5-7시간, 매일 운동을 즐기며 일주일에 1회이상 산행을 하시는분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.

-  5단계( 어려움): 6-8시간, 매일 운동을 즐기며 일주일에 2회이상 산행을 하시는 매우 건강한 분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다."
,,,,IT,이탈리아,,,팔로리아 트레킹 Faloria trekking,,,Southern Europe,,"■ 팔로리아 트레킹  

* 상세 트레킹 진행코스 및 트레킹 준비물등은 담당직원에게 문의 부탁드립니다.

 ♣ 트래킹.하이킹 코스 난이도 구분 
총 5단계( 누구나, 쉬움, 중간, 다소어려움, 어려움) 난이도로 구분하여 표시하였습니다. 1단계부터- 5단계까지 구분하였으며,
단 완전 프로급 기준하여서는 구분하여 표시하지 않았습니다.

-  1단계( 누구나): 3-4시간소요, 어린이(만8세)부터 70-80대까지도 건강한 사람이면 누구나 즐길수 있는 코스로서 워킹(산책)을 포함합니다.
-  2단계( 쉬움): 4-5시간, 평상시에 워킹을 하거나 한달에 한번이상 산행을 하셨던분들에게 추천하는 코스입니다.
     해발고도 ~ 2000m 높이에서 트래킹, 워킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다

-  3단계( 중간): 4-6시간, 평상시 운동을하고, 2주일에 한번이상 산행을 즐기시는 분들에게 추천하는 코스입니다
     해발고도 1000m-3000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.
-  4단계( 다소 어려움): 5-7시간, 매일 운동을 즐기며 일주일에 1회이상 산행을 하시는분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.

-  5단계( 어려움): 6-8시간, 매일 운동을 즐기며 일주일에 2회이상 산행을 하시는 매우 건강한 분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다."
,,,,IT,이탈리아,,,포르토피노 트레킹 Portofino trekking,,,Southern Europe,,"■ 포르토피노 트레킹 

* 상세 트레킹 진행코스 및 트레킹 준비물등은 담당직원에게 문의 부탁드립니다.

♣ 트래킹.하이킹 코스 난이도 구분 
총 5단계( 누구나, 쉬움, 중간, 다소어려움, 어려움) 난이도로 구분하여 표시하였습니다. 1단계부터- 5단계까지 구분하였으며,
단 완전 프로급 기준하여서는 구분하여 표시하지 않았습니다.

-  1단계( 누구나): 3-4시간소요, 어린이(만8세)부터 70-80대까지도 건강한 사람이면 누구나 즐길수 있는 코스로서 워킹(산책)을 포함합니다.
-  2단계( 쉬움): 4-5시간, 평상시에 워킹을 하거나 한달에 한번이상 산행을 하셨던분들에게 추천하는 코스입니다.
     해발고도 ~ 2000m 높이에서 트래킹, 워킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다

-  3단계( 중간): 4-6시간, 평상시 운동을하고, 2주일에 한번이상 산행을 즐기시는 분들에게 추천하는 코스입니다
     해발고도 1000m-3000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.
-  4단계( 다소 어려움): 5-7시간, 매일 운동을 즐기며 일주일에 1회이상 산행을 하시는분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다.

-  5단계( 어려움): 6-8시간, 매일 운동을 즐기며 일주일에 2회이상 산행을 하시는 매우 건강한 분에게 추천합니다.

     해발고도 2000m-4000m 높이에서 트래킹이 진행되기도하며 하산시에는 가능한 경우 기차나 케이블카를 타고 하산합니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/DE/ZET/DEZET3201703_0002.jpg,1703,,DE,독일,ZET,,고슬라 구시가지 Goslar Old Town,,,Western Europe,,"1,500 채가 넘는 잘 보존 된 중세 도시 풍경 덕분에 세계문화유산인 고슬라(Goslar)는 반 목조 주택으로 유명합니다. 독일 마을 특유의 이쁜 골목과 마을을 불 수 있습니다."
,,,,TR,튀르키예,IST,,"스파이스 바자르, 베식타스 수산시장 Spice Bazaar",ISTANBUL,,Western Asia,이스탄불,"1. 스파이스 바자르: 터키 현지인들에게 식자재, 생활용품등을 판매하고있는 전통시장으로 주로 관광객이 많이 찾는 그랜드 바자르보다 현지민들에게 더 인기 있는 시장이다. 다양한 향신료와 차, 말린 과일, 오일, 터키의 별미 로쿰(Lokum) 등 터키인들이 실제 소비하는 제품을 주로 판매한다. 과거 이집트에서 이스탄불로 운반되어 온 물건을 팔았다고 해서 ‘이집션 바자르’(Egyptian Bazaar) 또는 ‘므르스 차르쉬’(Misir Carsisi)라고도 불린다. 품질이 좋은 식품과 생활용품을 합리적인 가격대로 판매하기 때문에 그랜드 바자르보다 훨씬 현지인의 비율이 높다. 이곳 역시 그랜드 바자르만큼은 아니지만 1600년대 지어져 오래된 역사를 자랑하는 재래시장으로, 터키 현지인이 실제로 사용하는 제품을 구매하고 싶다면 꼭 방문해야할 전통 시장이다


2. 전통과 현대 미감의 공존 ‘베식타스 수산시장(Besiktas balik pazar)

전통과 현대적 매력이 조화롭게 어우러진 구조와 디자인으로 유명하다. 하루 종일 신선한 생선을 사려는 수많은 지역민과 방문객으로 북적인다. 베식타스의 랜드마크라고 해도 과언이 아닌 이 시장은 개장 이래 100년의 세월 동안 하루도 빠짐없이 매일 열렸다는 놀라운 사실과 함께 조개 모양을 한 삼각형 지붕이 유명하다. 지붕 인테리어에 콘크리트와 스테인리스 스틸을 주재료로 하여 현대적인 느낌을 가미했고, 삼면의 통로에 벽을 세우지 않고 개방형으로 디자인해 현대적인 디자인의 전통 시장으로 세계적인 관광명소로 자리 잡았다"
,,,12.4963655  위경도가 없을시 수정버튼 누르고 그냥 저장.,IT,이탈리아,ROM,,로마 재래시장 Mercato in roma,ROME,41.9027835,Southern Europe,로마,"1. 캄포 데 피오리(Campo de' Fiori)는 '꽃의 들판'이란 뜻으로 이탈리아 나보나 광장 남쪽에 위치한 직사각형 모양의 광장이이며 이곳의 많은 노점과 상점등에서 로마시민들은 식탁에 올릴 신선한 농수산물과 식재료들을 구입합니다. 이곳은 또한 많은 레스토랑도 있어 관광객들도 많이 찾는곳입니다.
2. 에스퀼리노 재래시장(Nuovo Mercato Esquilino) : 로마 테르니미역근처에 위치한 재래시장으로 신선한 농수산물부터 할랄 육류와 직물까지 다양한 물건을 판매하는 상인들로 북적이는 다문화 시장입니다.특히 지중해에서 갖 잡은 수산물들을 구입할수 있는 곳이기도합니다.
3. 트리온팔레 재래시장(Mercato Trionfale) : 북적이는 대형 실내 재래시장으로 각종 신선한 지중해 수산물, 과일, 채소, 치즈, 고기, 와인을 파는 상점들이 200개 넘는 규모가 큰 시장입니다.
4. 'Mercato di Porta Portese'는 제2차 세계 대전 이후에 생겨난 로마의 재래시장입니다. KBS <걸어서 세계속으로>에 소개되기도 한 이 시장은 매주 일요일마다 열리고 있는데요. 장날이 되면 천여 개가 넘는 가게들이 문을 열고 있으며, 빈티지 액세서리와 액틱 가구, LP판 등 전 세계에서 모여든 희귀 잡화들을 만나볼 수 있다고 합니다. 각양각색 매력의 가게들을 둘러보며 나만의 기념품을 찾아보고, 현지 시민들의 활기찬 일상을 온몸으로 느껴보세요. 로마의 빈티지 재래시장, 'Mercato di Porta Portese'입니다
5. Centro Agroalimentare Roma: 로마시내근교에 위치한 대형 농수산물 도매시장입니다"
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/MON/ESMON3201943_0002.jpg,1943,,ES,스페인,MON,,카바 와이너리 프레시넷 Cavas Freixenet,MOUNT COOK,,Southern Europe,마운트 쿡,"100년이 넘은 전통의 프레시넷(Freixenet)사는 스페인의 최고의 까바(Cava)와인 생산 회사입니다. 합리적인 가격(value for money)을 가진 고급 스파클링 와인을 전통 방식으로 생산하며 스페인 와인회사중에서 최초로 ISO14001(환경경영 시스템)을 받은 회사입니다. 검고 무거운병으로 와인 애호가들에게 익숙한 꼬르동 네그로(Cordon Negro)는 이회사가 생산하는 역사와 전통과 맛을 자랑하는 대표적인 와인입니다.

add: Carrer de Joan Sala, 2, 08770 Sant Sadurní d\'Anoia, Barcelona, SPAIN

Tel:: +34 938 91 70 00
www. freixenet.es

스페인 카탈루냐 지방의 스파클링 와인 카바 중 카바의 절반을 차지하는 대표 와이너리입니다. 스페인 카탈루냐 지방에서만 자라는 포도를 이용해 만든 스파클링 와인으로 동굴에서 숙성시켜 동굴을 뜻하는 스페인어 Cava라는 이름이 붙었습니다. 샴페인처럼 톡쏘고 달콤한 맛이 특징인 가벼운 와인 입니다. 스파클링 와인은 나라마다 다른 이름으로 불린다. 프랑스의 샴페인과 크레망, 이탈리아의 스푸만테, 독일과 오스트리아의 젝트, 남아프리카공화국의 캡 클라시크. 그리고 포도밭 면적 세계 1위, 와인 생산 세계 3위를 자랑하는 스페인의 카바와인입니다.
만드는 방법도 다양하다. 와인에 탄산가스를 직접 주입해 만들거나 큰 통에서 2번 발효하여 만드는 방법, 샴페인처럼 1차 발효가 끝난 와인을 병에 넣고 또 한 번 발효시켜 병에서 오랜 시간 숙성시키고는 데고르주망 방식으로 효모침전물을 제거하여 만드는 방법이 있다. 앞의 두 방법은 단순 공법으로 짧은 시간에 와인을 만들지만, 뒤의 방법은 여러 공정을 거치기 때문에 와인을 완성하기까지 수년이 걸리기도 한다. 만드는 방법에 따라 당연히 맛과 풍미가 다르고 기포의 섬세함도 다르다. 가격 차이도 크다. 오랜 시간을 두고 만든 샴페인은, 미각을 충족시켜주지만 동시에 지갑을 얇게 만든다. 그러나 대안은 있다. 만드는 방법은 같지만 샴페인보다 숙성 기간이 조금 짧고, 기계화로 대량 생산하는 스페인의 카바가 있기 때문이다. 저렴한 값에 좋은 기포와 풍미를 즐길 수 있기에 카바를 두고 가난한 자들을 위한 샴페인이라고도 한다.

사실, 카바는 첫 생산 이후 100년이 넘는 동안 ‘샴페인’이란 이름으로 팔렸다. 그러다 1986년 카탈루냐어로 지하 저장고를 뜻하는 카바라는 이름을 갖게 된다. 프랑스 상파뉴(샴페인의 발생지이자 이름의 연원이 된 곳)에서 원산지 보호를 위한 제소를 했기 때문이다. 카바는 그 탄생부터 샴페인과 관계가 있다. 스페인에서 가장 오래된 와이너리인 코도르뉴는 1551년부터 와인을 만들어왔다. 1872년 코도르뉴의 소유주 호세프 라벤토스는 프랑스 상파뉴에서 샴페인 양조법을 배웠다. 스페인으로 돌아온 그는 스페인 최초의 스파클링 와인을 만들었고, 곧이어 카탈루냐의 바로셀로나 남쪽에 위치한 페네데스를 중심으로 여러 생산자가 카바를 출시했다. 오늘날에도 카탈루냐는 카바의 주생산지로, 전체 생산량의 95%를 차지하고 있다.

스페인 토종 품종인 마카베오, 사렐로, 파레야다를 블렌딩해 만든 카바는 숙성 기간에 따라 호벤, 레세르바, 그란 레세르바로 등급이 나뉜다. 로제 카바는 적포도 품종인 가르나차, 피노누아, 트레파, 모나스트렐 등으로 만든다. 일부 생산자는 토종품종 외에 샤르도네, 피노누아를 블렌딩해 카바를 만들기도 하고, 2017년에는 ‘카바 데 파라헤 칼리피카도’, 즉 단일 포도밭에서 만든 최고급 카바 등급도 신설됐다. 샴페인 방식, 즉 전통방식으로 만든다 하여 ‘메소드 트라디시오넬’이란 말이 적혀 있는 카바는 결코 가난하지 않은 향과 맛을 품고 있어 애호가들에게 부담없는 즐거움을 준다."
parsing0608,https://www.windsortour.co.kr/images/area_img/DE/NUE/DENUE3200189_0001.jpg,189,,DE,독일,NUE,,뉘른베르크 성 Kaiserburg Nuremberg,Nuremberg,,Western Europe,뉘른베르크,"1050년에서 1571년까지 신성 로마제국의 모든 황제들이 뉘른베르크를 방문했을 당시 이 성에 머물렀던 것으로 추정됩니다. 제2차 세계대전 기간이던 1944년에서 1945년까지 이 성은 큰 피해를 입었으며 전쟁 이후 건축 전문가들은 역사적인 성의 모습을 복원하기 위해 노력하였고 실제 복원된 모습이 과거 성의 모습과 대부분 일치합니다. 성의 본관 건물 내부에는 왕들이 사용했던 방과 예배당, 연회실 등이 있으며 당시 사용했던 무기와 기구 등 여러 가지 물건들이 전시되어 있습니다. 오늘날 성의 마구간을 개조해서 만든 집은 유스호스텔로 사용되고 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/IT/LCC/ITLCC3201890_0001.jpg,1890,,IT,이탈리아,LCC,,루카 두오모 Cathedrale di San Martino,,,Southern Europe,,1063년 건설을 시작한 로마 카톨릭 성당으로 대성당의 본당은 14세기에 고딕 양식으로 재건되었으며 3개의 웅장한 아치로 이루어진 거대한 현관으로 구성되어 있습니다. 예배당은 1484 년 초기 르네상스의 가장 유명한 루카스 조각가 인 Matteo Civitali에 의해 지어졌습니다 .
,,,,GB,영국,,,링컨 성 Lincoln Castle,,,Northern Europe,,1068년 로마 시대부터 점령된 부지에 정복왕 윌리엄이 지은 링컨 성은 거의 천년 동안 링컨의 랜드마크 였습니다. 성벽 안에는 과거의 링컨에서 범죄자를 가둔 빅토리아 교도소가 있습니다.
,,,,GB,영국,,,더럼 대성당 Durham Cathedral,,,Northern Europe,,1093년 잉글랜드 북동부의 더럼시 에서 주교 윌리엄에 의해 착공되어 1133년까지는 주체 공사가 끝났으나 13세기와 15세기에 새로 보완되어 오늘의 모습을 갖추게 되었습니다.  영국의 로마네스크 건축을 대표하는 ‘앵글로 노르만 양식’의 전형으로 알려진 대성당입니다
parsing0608,,596,,,,,,오랑주 개선문 Arc de Triomphe,,,,,10년~25년에 건축된 오랑주 개선문은 로마 시대의 아우구스투스 대제 치세에 지방에 세워진 개선문으로 유네스코의 세계유산에 등록되어 있다. 팍스 로마나(Pax Romana)의 성립을 기념하는 얕은 돋을새김으로 장식되었다.
parsing0608,https://www.windsortour.co.kr/images/area_img/BY/MSQ/BYMSQ3201060_0001.jpg,1060,,BY,벨라루스,MSQ,,대조국전쟁 박물관 Belarusian State Museum of the History of the Great Patriot…,MINSK,,Eastern Europe,민스크,"10월 광장 옆에 위치하고 있고 구소련 당시 2차 세계 대전 전승을 기념하기 위한 전쟁 박물관으로는 최초로 개관된 박물관입니다. 1941-1945년까지의 전쟁 상황에 대한 기록문서와 사진, 전투 상황과 무기, 그리고 유격대들의 활약상을 기록 전시해 역사의 산 교육장으로 활용되고 있습니다. 전시관은 3층으로 구성되어 있으며 시대 순으로 진열되어 관람자들의 역사 이해를 돕고 있습니다. 전쟁 기간 중 구소련 시대 무기들의 발전 상황을 자세히 알 수 있도록 실물 전시를 해놓고 있으며 전쟁의 참혹함과 조국에 대한 소중함을 후세들에게 유산으로 전해주고 있습니다."
